Location,Highlight_JP,Note,Highlight_EN,Similarity
412,奥さんは黙っていた。「なぜです」と私が代りに聞いた時先生は「天罰だからさ」といって高く笑った。,天罰,"Sometimes I could laugh it off, but sometimes she    THE SENSEI AND HIS LAST LETTER 271   became hysterical, complaining, “You must be  disliking me,” or “ I am sure you are keeping some-  thing from me,” and I was tortured.",0.637694776058197
424,た。私は箱根から貰った絵端書をまだ持っている。,箱根,"Like a col-  lector trying to find some curios, I scanned the titles  of the books written in gold.",0.5416667461395264
424,た。私は箱根から貰った絵端書をまだ持っている。,葉書,"Like a col-  lector trying to find some curios, I scanned the titles  of the books written in gold.",0.5416667461395264
425,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った。,日光,"With trembling hands, I folded the letter and  put it into the envelope.",0.5482595562934875
425,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った。,紅葉,"With trembling hands, I folded the letter and  put it into the envelope.",0.5482595562934875
429,先生の宅は玄関の次がすぐ座敷になっているので、格子の前に立っていた私の耳にその言逆いの調子だけはほぼ分った。,格子,"As the drawing-room in hishouse  was next to the entrance-hall, my ears could catch  the voices clearly enough to detect th^ha^nes^  though I stood outside of the entrance-door.",0.7290262579917908
437,私は帰ったなりまだ袴を着けていた。,袴,Then I returned straight home.,0.6339035630226135
438,私はそれなりすぐ表へ出た。,表,"As it was late, I rose to go at  once.",0.7262793779373169
443,肴の骨が咽喉に刺さった時のように、私は苦しんだ。,魚の骨が喉に刺さった時のように,It tortured me  like a fish-bone stuck in my throat.,0.8347236514091492
462,「そういうと、夫の方はいかにも心丈夫のようで少し滑稽だが。,心丈夫,"“ In fadt, I quarrelled with my wife a little while  ago, which has excited my foolish nerves,” he  advanced.",0.7180389165878296
489,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった。,横浜,The sensei had gone out to Shinbashi to see a friend  off who was going abroad by the steamer which was  to leave Yokohama that day.,0.643792986869812
489,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった。,新橋,The sensei had gone out to Shinbashi to see a friend  off who was going abroad by the steamer which was  to leave Yokohama that day.,0.643792986869812
494,それで私は座敷へ上がって、先生を待つ間、奥さんと話をした。,座敷,So I had a talk with his wife while I  waited in his drawing-room.,0.6589087247848511
504,だから先生の学問や思想については、先生と密切の関係をもっている私より外に敬意を払うもののあるべきはずがなかった。,敬意,"From  the point of view of learning, of course I realized  that I was not even his rival, though our special  subjects were different.",0.6611660718917847
507,私にはその答えが謙遜過ぎてかえって世間を冷評するようにも聞こえた。,謙遜,"But he, on his part, never took what I said  seriously, and only said, “ If a man like me goes into  the world and speaks out his opinions, it is un-  pardonable.”   To me that answer was too modest, until I real-  ized that it showed his cold critical attitude toward  the world.",0.6817296743392944
531,奥さんは東京の人であった。,東京,12   I heard from both the sensei and his wife that  she was a native of Tokyo.,0.7470892071723938
533,奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである。,鳥取、江戸,"Though  they were all born from the same mother, she was  much older than he.",0.5883220434188843
535,ところが先生は全く方角違いの新潟県人であった。,新潟県人,He informed me that there was a position  vacant as a teacher in a country middle school.,0.6064461469650269
553,或る時花時分に私は先生といっしょに上野へ行った。,花自分,I was a  young student then.,0.6404955983161926
563,あの冷評のうちには君が恋を求めながら相手を得られないという不快の声が交っていましょ,冷評,In those words of yours is  mingled the voice of your unhappiness at not ex-  periencing love when you are seeking for it.,0.7844480276107788
594,先生と私とは博物館の裏から鶯渓の方角に静かな歩調で歩いて行った。,鶯溪,"THE SENSEI AND I    65    An hour later, the sensei and I had left the city  as I purposed, and were walking in a quiet place  which resembled at the same time both a small town  and a village.",0.5654426217079163
595,垣の隙間から広い庭の一部に茂る熊笹が幽邃に見えた。,垣,"The bamboo clumps covering a part of the garden  could be seen through the hedge, looking solitary  and mysterious.",0.6637930870056152
595,垣の隙間から広い庭の一部に茂る熊笹が幽邃に見えた。,ゆうすい,"The bamboo clumps covering a part of the garden  could be seen through the hedge, looking solitary  and mysterious.",0.6637930870056152
595,垣の隙間から広い庭の一部に茂る熊笹が幽邃に見えた。,熊笹,"The bamboo clumps covering a part of the garden  could be seen through the hedge, looking solitary  and mysterious.",0.6637930870056152
597,「君は私がなぜ毎月雑司ヶ谷の墓地に埋っている友人の墓へ参るのか知っていますか」,雑司ヶ谷,“ It is my friend’s grave.”   “ Do you visit your friend’s grave every month ?,0.7716242671012878
616,「私はお気の毒に思うのです」,お気の毒,I am sorry  to hear that.,0.8287933468818665
616,「気の毒だが信用されないとおっしゃるんですか」,気の毒,"”   “ I am sorry for you.”   “ Is it true that you cannot trust me, and per-  haps hesitate to say so ?",0.8147552013397217
617,その庭に、この間まで重そうな赤い強い色をぽたぽた点じていた椿の花はもう一つも見えなかった。,椿の花,"As I walked along, I was  attracted by the fresh buds on the blackish branches  of the hedge of aegle sepiaria, and by the bright  reddish-brown leaves softly reflecting the sunshine  on the bare pomegranate-tree.",0.615231454372406
618,先生は座敷からこの椿の花をよく眺める癖があった。,座敷,Yet she did not hesitate to ornament my alcove  with many kinds of flowers.,0.5680678486824036
618,先生は座敷からこの椿の花をよく眺める癖があった。,椿の花,Yet she did not hesitate to ornament my alcove  with many kinds of flowers.,0.5680678486824036
620,その時生垣の向うで金魚売りらしい声がした。,生垣,"We could point at the small  fish, variously coloured, red, deep blue, and colours    THE SENSEI AND HIS LAST LETTER    211    which we could not see in the fish sold in the  market, swimming to and fro in the transparent  waves.",0.564258873462677
620,その時生垣の向うで金魚売りらしい声がした。,金魚売り,"We could point at the small  fish, variously coloured, red, deep blue, and colours    THE SENSEI AND HIS LAST LETTER    211    which we could not see in the fish sold in the  market, swimming to and fro in the transparent  waves.",0.564258873462677
624,黙って針仕事か何かしている奥さんの耳に私の話し声が聞こえるという事も知っていた。,針仕事,"I knew that my words could  be plainly heard by his wife, sitting in the next room,  busy with needle-work or some other feminine task.",0.7641642093658447
628,自分を呪うより外に仕方がないの,呪う,"Sometimes I railed at myself, saying, “ Fool !",0.6299380660057068
632,すると襖の陰,襖の奥で,.,0.6474490165710449
676,その頃は日の詰って行くせわしない秋に、誰も注意を惹かれる肌寒の季節であった。,秋,"It was  late autumn, and in these chilly days, no one could  be indifferent to the atmosphere of bustle which  attended the shortening day.",0.8380932807922363
676,その頃は日の詰って行くせわしない秋に、誰も注意を惹かれる肌寒の季節であった。,肌寒い,"It was  late autumn, and in these chilly days, no one could  be indifferent to the atmosphere of bustle which  attended the shortening day.",0.8380932807922363
693,私は畏まったまま烟草を飲んでいた。,煙草を飲む,"Having finished my breakfast, I began to smoke.",0.7612641453742981
694,奥さんが茶の間で何か下女に話している声が聞こえた。,茶の間,"“ You must be un-  comfortable, sitting like that.”   “ No, not at all.”   “ But you certainly must be tired.”   “ O no, I am not, as I have my mind concen-  trated on the thief.”   With a cup of Indian tea in her hand, she stood  there, laughing.",0.6034648418426514
694,奥さんが茶の間で何か下女に話している声が聞こえた。,下女,"“ You must be un-  comfortable, sitting like that.”   “ No, not at all.”   “ But you certainly must be tired.”   “ O no, I am not, as I have my mind concen-  trated on the thief.”   With a cup of Indian tea in her hand, she stood  there, laughing.",0.6034648418426514
700,そうして客に来た人のように鹿爪らしく控えている私をおかしそうに見た。,鹿爪らしく,Or I was a  cunning man.,0.6826357841491699
709,茶の間には綺麗な長火鉢に鉄瓶が鳴っていた。,長火鉢,"I thought you might be bored, so I    40    KOKORO    brought you some tea, but if you don’t mind, you  can have it in the other room.”   I followed her to the sitting-room, where an  iron tea-kettle was singing pleasantly on a beautifully  polished oblong brazier.",0.5557203888893127
709,茶の間には綺麗な長火鉢に鉄瓶が鳴っていた。,鉄瓶,"I thought you might be bored, so I    40    KOKORO    brought you some tea, but if you don’t mind, you  can have it in the other room.”   I followed her to the sitting-room, where an  iron tea-kettle was singing pleasantly on a beautifully  polished oblong brazier.",0.5557203888893127
724,空の盃でよくああ飽きずに献酬ができると思いますわ」,空の盃,"I felt all the time that if I waited long  enough and tried hard enough, something I expedted  would appear to reward me.",0.5077880620956421
724,空の盃でよくああ飽きずに献酬ができると思いますわ」,献酬,"I felt all the time that if I waited long  enough and tried hard enough, something I expedted  would appear to reward me.",0.5077880620956421
773,けれどもそれは懐かしい春の雲を眺めるような心持で、ただ漠然と夢みていたに過ぎなかった。,春の雲,"But it was like the feeling  which takes possession of us when we look upon  the lovely clouds of spring, a mere indefinite longing.",0.755519688129425
792,下女部屋にいる下女はことりとも音をさせなかった。,下女部屋,"K, who was in the next  room, did not make the slightest sound.",0.6976799964904785
798,それから水注の水を鉄瓶に注した。鉄瓶は忽ち鳴りを沈めた。,水注,"It’s all  right, please be comforted and don’t worry.”   She levelled the ashes in the brazier, and poured  water into the iron kettle, which stopped singing at  once.",0.5969341993331909
798,それから水注の水を鉄瓶に注した。鉄瓶は忽ち鳴りを沈めた。,鉄瓶,"It’s all  right, please be comforted and don’t worry.”   She levelled the ashes in the brazier, and poured  water into the iron kettle, which stopped singing at  once.",0.5969341993331909
858,下女だけは仮寝でもしていたとみえて、ついに出て来なかった。,下女,"The maid did not appear,  she must have been dozing in her room.",0.6654101610183716
871,奥さんはそういいながら、先刻出した西洋菓子の残りを、紙に包んで私の手に持たせ,西洋菓子,"So  saying, she wrapped up the cakes which I had left,  and handed them to me.",0.7242237329483032
879,すぐその中からチョコレートを塗った鳶色のカステラを出して頰張った。,鳶色,"At noon on the next day,  when I returned from school to take lunch, and  looked at the package of cakes on my desk, I at once  attacked one decorated with chocolate.",0.6535353660583496
885,それまで繻絆というものを着た事のない私が、シャツの上に黒い襟のかかったものを重ねるようになったのはこの時からであった。,繻絆,"It was after that  that I, who had never worn juban 1 before, began to  wear one with a black collar over my shirt.",0.7592012286186218
914,先生はこの日あたりの好い室の中へ大きな火鉢を置いて、五徳の上に懸けた金盥から立ち上る湯気で、呼吸の苦しくなるのを防いでいた。,五徳,"There was a huge brazier  in this sun-lit room, and with the help of the steam  from the basin boiling on it, the sensei was trying to  ease his breathing.",0.6076392531394958
914,先生はこの日あたりの好い室の中へ大きな火鉢を置いて、五徳の上に懸けた金盥から立ち上る湯気で、呼吸の苦しくなるのを防いでいた。,金盥,"There was a huge brazier  in this sun-lit room, and with the help of the steam  from the basin boiling on it, the sensei was trying to  ease his breathing.",0.6076392531394958
926,それを奥の茶簞笥か何かの抽出から出して来た奥さんは、白い半紙の上へ鄭寧に重ねて、「そりゃご心配ですね」といった。,茶箪笥,Finally I asked a coarse-  confedtioner’s wife whether she knew a neat little  house to let.,0.6095524430274963
936,それでも着いた時は、床の上に胡坐をかい,胡座,"I stood, as if my feet  had been rooted to the floor.",0.7242524027824402
940,母は不承無性に太織りの蒲団を畳みながら「お父さんはお前が帰って来たので、急に気が強くおなりなんだよ」といった。,不承無性,"As she reludrantly folded the heavy quilts,  my mother said, “ Your father has become much  brighter since you came back.” But his energy did  not appear unnatural.",0.7325561046600342
943,私の兄はある職を帯びて遠い九州にいた。,九州,"My elder brother’s profession took him to far-  away Kyushu, and it was not easy for him to come  and see his parents, except on the most important  occasions.",0.7749542593955994
957,正月上京する時に持参するからそれまで待ってくれるようにと断わった。,正月,Why could he not wait for me to come  up to Tokyo ?,0.7307769060134888
957,正月上京する時に持参するからそれまで待ってくれるようにと断わった。,上京,Why could he not wait for me to come  up to Tokyo ?,0.7307769060134888
963,「こんど東京へ行くときには椎茸でも持って行ってお上げ」,東京,“ Didn’t you decide to go up to Tokyo today ?,0.6934876441955566
963,「こんど東京へ行くときには椎茸でも持って行ってお上げ」,椎茸,“ Didn’t you decide to go up to Tokyo today ?,0.6934876441955566
966,私には椎茸と先生を結び付けて考えるのが変であった。,椎茸,That was what puzzled me.,0.6383355259895325
978,私は退屈な父の相手としてよく将碁盤に向かった。,将棋盤,"PART II   MY PARENTS AND I    W HEN I reached home, I was surprised to  find my father very little changed.",0.6620810627937317
979,二人とも無精な性質なので、炬燵にあたったまま、盤を櫓の上へ載せて、駒を動かすたびに、わざわざ手を掛蒲団の下から出すような事をした。,炬燵,Even to think of it made me uncom-  fortable.,0.48569756746292114
979,二人とも無精な性質なので、炬燵にあたったまま、盤を櫓の上へ載せて、駒を動かすたびに、わざわざ手を掛蒲団の下から出すような事をした。,盤,Even to think of it made me uncom-  fortable.,0.48569756746292114
979,二人とも無精な性質なので、炬燵にあたったまま、盤を櫓の上へ載せて、駒を動かすたびに、わざわざ手を掛蒲団の下から出すような事をした。,櫓,Even to think of it made me uncom-  fortable.,0.48569756746292114
983,それを母が灰の中から見付け出して、火箸で挟み上げるという滑稽もあった。,火箸,"It was  my mother who usually found them in the ashes,  and picked them out with the tongs, which was quite  a ridiculous sight.",0.69087815284729
991,私は金や香車を握った拳を頭の上へ伸ばして、時々思い切ったあくびをした。,金,Perhaps I was more or less spoilt by this.,0.6894717812538147
991,私は金や香車を握った拳を頭の上へ伸ばして、時々思い切ったあくびをした。,香車,Perhaps I was more or less spoilt by this.,0.6894717812538147
998,それでいて、この将碁を差したがる父は、単なる娯楽の相手としても私には物足りなかった。,将棋,"__ Yet my father, who loved to  play chess, was unsatisfactory to me even as a com-  panion for games.",0.6482940316200256
1009,私も滞在中にその峠を通り越した。,峠,"I went through  an alley, or turned a by-street, and walked round  and round that district.",0.6704736351966858
1010,昔でいうと、儒者の家へ切支丹の臭いを持ち込むように、私の持って帰るものは父とも母とも調和しなかった。,儒者,"Sitting face to face with my  mother, I suddenly remembered the sensei’s warning,  that I should get my share of my father’s property  while he was still able to attend to such things.",0.6841402053833008
1010,昔でいうと、儒者の家へ切支丹の臭いを持ち込むように、私の持って帰るものは父とも母とも調和しなかった。,切支丹,"Sitting face to face with my  mother, I suddenly remembered the sensei’s warning,  that I should get my share of my father’s property  while he was still able to attend to such things.",0.6841400861740112
1021,東京へ帰ってみると、松飾はいつか取り払われていた。,松飾,I went to Tokyo again.,0.7228272557258606
1021,町は寒い風の吹くに任せて、どこを見てもこれというほどの正月めいた景気はなかった。,正月,"The street    THE SENSEI AND I    59    was exposed to the chilly wind, and not a vestige of  the New Year gaiety was anywhere to be seen.",0.6703383922576904
1071,狼狽した気味の私は、,狼狽,I  was irritated.,0.8544415831565857
1071,早速先生の所へ出掛けて、私の読まなければならない参考書を聞いた。,狼狽,"I stood in front of the book-cases contain-  ing those books which were closely related to my  special subject, and scrutinized them from top to  bottom.",0.650206983089447
1094,私の眼は好事家が骨董でも掘り出す時のように背表紙の金文字をあさった。,好事家,"I remem-  bered what the sensei had asked me once, “ What  does your house look like ?",0.5450437068939209
1094,私の眼は好事家が骨董でも掘り出す時のように背表紙の金文字をあさった。,骨董,"I remem-  bered what the sensei had asked me once, “ What  does your house look like ?",0.5450437068939209
1098,私はついに四月の下旬が来て、やっと予定通りのものを書き上げるまで、先生の敷居を跨がなかった。,敷居,"25   I was to graduate from the university in the  following June, so according to regulations, I had to  finish this essay by the end of April.",0.6442409157752991
1101,私の自由になったのは、八重桜の散った枝にいつしか青い葉が霞むように伸び始める初夏の季節であった。,八重桜,"26   It was at the beginning of summer that I was  emancipated from study, when in place of the double  cherry-blossoms, a mist of delicate green leaves began    64    KOKORO    to cover the branches.",0.7065207958221436
1101,私の自由になったのは、八重桜の散った枝にいつしか青い葉が霞むように伸び始める初夏の季節であった。,初夏,"26   It was at the beginning of summer that I was  emancipated from study, when in place of the double  cherry-blossoms, a mist of delicate green leaves began    64    KOKORO    to cover the branches.",0.7065207958221436
1104,枳殻の垣が黒ずんだ枝の上に、萌るような芽を吹いていたり、柘榴の枯れた幹から、つやつやしい茶褐色の葉が、柔らかそうに日光を映していたりするのが、道々私の眼を引き付けた。,枳殻,"As I walked along, I was  attracted by the fresh buds on the blackish branches  of the hedge of aegle sepiaria, and by the bright  reddish-brown leaves softly reflecting the sunshine  on the bare pomegranate-tree.",0.8316106200218201
1104,枳殻の垣が黒ずんだ枝の上に、萌るような芽を吹いていたり、柘榴の枯れた幹から、つやつやしい茶褐色の葉が、柔らかそうに日光を映していたりするのが、道々私の眼を引き付けた。,柘榴,"As I walked along, I was  attracted by the fresh buds on the blackish branches  of the hedge of aegle sepiaria, and by the bright  reddish-brown leaves softly reflecting the sunshine  on the bare pomegranate-tree.",0.8316106200218201
1134,躑躅が燃えるように咲き乱れていた。,躑躅,"I picked a tender young leaf from  the hedge of Chinese hawthorns, made a leaf-flute,  and began to blow.",0.619376540184021
1135,先生はそのうちで樺色の丈の高いのを指して、「これは霧島でしょう」といった。,霧島,He replied that he was intending to be-  come a teacher at one of the night schools.,0.49466702342033386
1137,芍薬も十坪あまり一面に植え付けられていたが、まだ季節が来ないので花を着けているのは一本もなかった。,芍薬,"26   It was at the beginning of summer that I was  emancipated from study, when in place of the double  cherry-blossoms, a mist of delicate green leaves began    64    KOKORO    to cover the branches.",0.5230855941772461
1143,同じ楓の樹でも同じ色を枝に着けているものは一つもなかった。,楓,Not a single leaf had the same  colour as another even on one maple-tree.,0.8204889893531799
1144,細い杉苗の頂に投げ被せてあった先生の帽子が風に吹かれて落ちた。,杉苗,"There  was a breeze, and the sensei’s hat, perched on the top  of a young cedar, fell to the ground.",0.6540266871452332
1192,今から予想してかかるような言葉遣いをするのが気に触ったら許してくれたまえ。,言葉遣い,"At any rate, I believe I have said  everything I wished to say, doing my best to make  you understand me — a puzzling person.",0.6829875707626343
1210,縁台の横から後部へ掛けて植え付けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,杉苗,"The bamboo clumps covering a part of the garden  could be seen through the hedge, looking solitary  and mysterious.",0.6347866654396057
1210,縁台の横から後部へ掛けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,熊笹,"The bamboo clumps covering a part of the garden  could be seen through the hedge, looking solitary  and mysterious.",0.6347866654396057
1210,縁台の横から後部へ掛けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,三坪,"The bamboo clumps covering a part of the garden  could be seen through the hedge, looking solitary  and mysterious.",0.6347866654396057
1219,懐中から蟇口を出して、五銭の白銅を小供の手に握らせた。,蟇口,"He took his purse  from his bosom, and put a five sen coin in the boy’s  hand.",0.6818122863769531
1219,懐中から蟇口を出して、五銭の白銅を小供の手に握らせた。,五銭,"He took his purse  from his bosom, and put a five sen coin in the boy’s  hand.",0.6818122863769531
1223,「今斥候長になってるところなんだよ」,斥候長,”   .,0.6738144755363464
1238,眼の前にある樹は大概楓であったが、その枝に滴るように吹いた軽い緑の若葉が、段々暗くなって行くように思われた。,楓,But  those leaves seemed to begin to look darker.,0.7830255031585693
